block_loop.thisRepN,block_loop.thisTrialN,block_loop.thisN,block_loop.thisIndex,give_images_loop.thisRepN,give_images_loop.thisTrialN,give_images_loop.thisN,give_images_loop.thisIndex,rating_slider.response,imageCategory,ratingStart,ratingEnd,ratingDuration,imagesInBlock,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,6.0,stim_phone_off,33.39159259999997,34.872296700000334,1.4807041000003665,"['images/Phone_off_14.jpg', 'images/Phone_off_7.jpg', 'images/Phone_off_15.jpg', 'images/Phone_off_22.jpg', 'images/Phone_off_10.jpg']",,,2023-02-09_15h45.58.071,Smart Mom,2022.2.4,59.75121982101238,
